first_name,last_name,dob,team,hr,hits,avg,salary
Bruce,Robinson,4/19/1984,Fuscia,28,27,0.282,16394112.91
Adam,Ruiz,11/29/1989,Green,53,287,0.245,19245709.09
Wayne,Anderson,4/11/1988,Red,41,153,0.27,26305634.98
Angela,Greene,4/29/1997,Khaki,72,106,0.279,35705666.22
Raymond,Rivera,6/28/1984,Red,40,166,0.593,33125626.65
Kathryn,Sanders,8/12/1980,Orange,100,296,0.696,32404806.53
Craig,Dixon,8/14/1988,Teal,70,16,0.182,30480818.65
Mildred,Wallace,9/11/1995,Violet,13,284,0.554,1392320.08
Pamela,Medina,7/12/1998,Indigo,50,26,0.505,40176739.37
Alice,Martin,4/21/1989,Maroon,35,256,0.745,36893199.89
Barbara,Peters,10/20/1983,Puce,34,199,0.727,842075.73
Carolyn,Cunningham,4/5/1992,Green,18,122,0.118,42049400.39
Lawrence,Webb,7/20/1977,Violet,17,190,0.635,3213506.59
Donna,Reynolds,2/20/1997,Maroon,88,59,0.512,18303842.85
Peter,Allen,4/17/1987,Mauv,69,256,0.642,1038087.69
Norma,Lewis,3/20/1981,Turquoise,69,170,0.128,11545404.43
Sara,Cook,4/25/1996,Purple,97,285,0.107,39881047.78
Judith,Phillips,3/25/1995,Orange,71,156,0.584,7768002.0
Harold,Thompson,5/1/1989,Yellow,83,191,0.34,37573891.82
Judy,Wells,4/10/1988,Green,43,50,0.587,10744833.55
Carolyn,Snyder,9/22/1982,Violet,96,289,0.397,13003621.87
Laura,Ford,2/4/1986,Goldenrod,50,292,0.407,12282799.73
Diana,Little,3/5/1991,Maroon,25,157,0.314,14601197.82
Sean,Day,1/24/1989,Maroon,91,28,0.259,25583542.65
Aaron,Perry,12/24/1993,Khaki,37,207,0.667,20812360.08
Heather,Marshall,8/28/1990,Aquamarine,7,2,0.679,20692539.95
Matthew,Collins,12/22/1986,Red,15,129,0.489,16296937.3
Eric,Ramirez,1/13/1992,Purple,16,114,0.437,9696110.0
Samuel,Watson,6/25/1975,Mauv,14,63,0.234,35002794.53
Ruth,Rose,3/31/1982,Indigo,89,59,0.174,28781246.37
Lawrence,Murray,12/29/1985,Puce,96,34,0.105,41221401.06
Gregory,Smith,8/7/1976,Red,2,271,0.684,4059532.8
James,Kelly,10/4/1998,Indigo,4,192,0.494,25472762.55
Brenda,George,9/8/1991,Blue,6,216,0.391,40889872.83
Ernest,Hayes,11/6/1985,Indigo,6,71,0.497,4276275.0
William,Dunn,9/20/1985,Crimson,1,107,0.719,39180779.16
Mark,Hanson,7/16/1981,Puce,9,82,0.129,22489271.56
Gloria,Hansen,1/9/1997,Purple,70,120,0.36,37111317.57
Carl,Carr,6/17/1992,Puce,91,66,0.478,15423539.19
Martin,Little,2/10/1984,Yellow,89,143,0.804,10798500.96
Daniel,Black,9/6/1975,Violet,3,110,0.241,3168582.16
Diane,Carter,12/3/1991,Violet,82,261,0.765,27010266.35
Christina,George,3/19/1977,Yellow,25,228,0.181,9651783.0
Anthony,Cruz,11/13/1996,Fuscia,19,9,0.474,36408374.05
Anne,Martin,4/29/1975,Aquamarine,96,70,0.164,28088731.58
Phyllis,Sims,3/15/1986,Khaki,55,65,0.586,13273153.56
Rose,Wagner,6/19/1997,Red,33,99,0.389,13761226.82
Susan,Allen,7/16/1985,Purple,31,197,0.536,1276856.27
Joshua,Murray,5/1/1989,Orange,80,48,0.194,13856785.35
Stephanie,Reyes,2/12/1977,Green,46,93,0.574,43478044.95
Bobby,Watson,12/16/1981,Maroon,82,224,0.676,16167438.7
Jason,Stewart,1/19/1988,Aquamarine,4,83,0.781,21269909.52
Lawrence,Olson,4/3/1991,Maroon,19,49,0.725,41057277.59
Ruth,Hill,12/30/1996,Pink,43,226,0.707,40955214.49
Johnny,Murray,2/26/1982,Maroon,9,244,0.148,23169456.66
Scott,Burton,7/7/1987,Teal,5,40,0.465,9751701.0
George,Richards,4/1/1985,Green,74,283,0.697,7770388.13
Helen,Miller,4/2/1997,Mauv,100,31,0.639,7521750.0
Jessica,Gilbert,4/8/1995,Fuscia,83,49,0.215,39044385.39
Ashley,Hicks,7/26/1982,Purple,28,103,0.197,4801687.0
Matthew,Spencer,2/15/1979,Pink,23,201,0.686,13539375.61
Victor,Watson,4/24/1989,Violet,96,25,0.175,35993759.16
Alice,Harrison,10/26/1977,Orange,99,190,0.615,41489272.51
Nicholas,Barnes,10/27/1975,Green,17,16,0.778,38413334.76
Timothy,Powell,6/19/1990,Teal,78,27,0.106,1688702.39
Julie,Bradley,8/12/1988,Khaki,76,59,0.628,5589900.72
Denise,Harrison,1/7/1996,Goldenrod,18,298,0.413,34640810.75
Lois,Davis,10/20/1988,Indigo,3,167,0.458,42552003.97
Amy,Nguyen,6/30/1976,Green,49,139,0.19,30005141.53
Chris,Austin,7/25/1981,Khaki,40,243,0.54,14691210.51
Judith,Garza,8/28/1975,Goldenrod,50,50,0.701,31534414.37
Ann,Weaver,7/24/1993,Green,4,71,0.127,29866998.04
Maria,Richardson,11/21/1983,Turquoise,78,221,0.683,22712017.68
Anna,Price,7/4/1998,Goldenrod,85,71,0.591,33546024.53
Jason,Morrison,6/4/1975,Red,58,229,0.259,36288428.23
Willie,Lawson,1/13/1997,Pink,11,203,0.752,1442784.56
Randy,Williamson,9/5/1996,Blue,64,21,0.531,6033161.0
Willie,Martinez,8/17/1993,Crimson,85,178,0.772,38257641.18
Harold,Reed,5/17/1990,Turquoise,28,196,0.554,31319877.53
John,Miller,9/4/1976,Purple,84,99,0.707,15566904.92
Tammy,Dean,7/21/1998,Crimson,77,29,0.324,13516295.63
Chris,Mccoy,3/7/1991,Orange,30,164,0.734,26351422.4
Helen,Reid,12/3/1982,Mauv,14,87,0.743,41250048.87
Phillip,Porter,7/13/1994,Yellow,51,164,0.14,4876235.47
Brandon,Welch,3/19/1996,Green,87,144,0.663,37597753.33
Cheryl,Jordan,11/24/1976,Blue,23,155,0.497,19737164.75
Susan,Shaw,6/13/1988,Goldenrod,9,257,0.472,385979.2
Diana,Brooks,6/30/1996,Orange,13,19,0.754,12815950.6
Kathryn,Dixon,6/2/1986,Khaki,76,202,0.614,34709726.04
Stephen,Brown,10/22/1985,Indigo,81,81,0.218,32924825.01
Amy,Washington,7/31/1996,Red,40,155,0.56,15435943.28
Keith,Powell,5/12/1983,Red,1,238,0.254,10865065.38
Brandon,Walker,6/30/1989,Goldenrod,87,170,0.667,1958115.32
Stephanie,Freeman,6/13/1983,Pink,22,166,0.166,5370197.72
Jeremy,Morgan,1/26/1990,Indigo,61,229,0.141,18136832.43
Linda,Ray,11/10/1980,Indigo,51,145,0.461,24667245.33
Emily,Gonzalez,8/29/1975,Green,24,187,0.348,3882023.23
John,Jackson,6/14/1981,Blue,39,198,0.678,21295098.69
Johnny,Greene,2/16/1987,Teal,41,14,0.321,14573038.85
Larry,Graham,6/24/1992,Indigo,55,122,0.537,13987721.11
Mary,Cunningham,8/27/1982,Green,80,163,0.147,34229582.25
Tammy,Walker,3/25/1997,Aquamarine,28,251,0.769,12207257.27
Sharon,Peterson,12/26/1986,Indigo,80,264,0.463,38631050.36
Marie,Kim,4/11/1975,Red,22,240,0.141,20550293.34
Anthony,Hill,4/15/1990,Green,3,90,0.149,28120693.85
Amy,Kelley,2/22/1982,Maroon,86,275,0.598,783975.73
Lisa,Elliott,11/26/1982,Mauv,66,36,0.36,3297473.74
Anthony,Harper,1/10/1983,Fuscia,69,300,0.088,2581424.91
Jose,Franklin,8/21/1994,Red,14,104,0.125,25493702.19
Ruth,Rogers,11/21/1987,Purple,2,230,0.112,845050.12
Michelle,Alvarez,11/4/1985,Turquoise,45,264,0.443,29980498.34
Norma,Price,11/15/1988,Maroon,96,299,0.096,25770453.97
Steven,Griffin,10/25/1995,Orange,47,41,0.458,8145144.42
Shawn,Fuller,7/25/1976,Orange,7,88,0.493,40016552.96
Timothy,Wright,6/29/1998,Green,17,165,0.687,32381663.38
Arthur,Ferguson,9/1/1983,Orange,13,20,0.077,27779129.67
Michael,James,1/31/1997,Maroon,5,25,0.733,17146532.9
Catherine,Bishop,2/7/1986,Maroon,84,33,0.188,30021882.88
Jose,Roberts,3/28/1980,Aquamarine,17,36,0.356,29886619.14
Anne,Henderson,3/23/1977,Yellow,77,138,0.702,19925578.81
Arthur,Mcdonald,2/5/1982,Aquamarine,66,281,0.244,32914181.12
Daniel,Black,12/10/1981,Goldenrod,93,157,0.594,17781170.56
Gregory,Hansen,8/11/1978,Green,43,149,0.609,17313959.87
Albert,Nichols,3/17/1994,Khaki,83,264,0.571,5665531.72
Amanda,Mitchell,6/8/1985,Maroon,93,191,0.146,10591522.09
Judy,Lane,2/13/1990,Green,14,286,0.529,32214008.74
Lois,Ruiz,3/17/1981,Orange,45,24,0.472,18541121.35
Walter,Larson,12/9/1978,Crimson,65,50,0.795,36088377.77
Jennifer,Shaw,5/24/1987,Purple,4,235,0.148,4409219.0
Craig,Hudson,10/10/1979,Mauv,42,18,0.6,12593995.02
Marie,White,9/22/1993,Orange,29,39,0.585,36338227.51
Pamela,Crawford,8/2/1981,Maroon,64,78,0.484,19517777.48
Ryan,Jacobs,12/1/1998,Blue,95,300,0.107,13002196.58
Debra,Payne,9/28/1985,Maroon,76,162,0.641,36778433.04
Jack,Moreno,2/9/1982,Teal,2,98,0.37,7207779.0
Anne,Spencer,4/7/1986,Indigo,33,299,0.182,40430168.48
Sandra,Payne,5/29/1991,Goldenrod,85,33,0.109,26653693.09
Heather,Richardson,1/24/1993,Yellow,34,66,0.11,17371793.41
David,Alvarez,9/22/1991,Violet,4,111,0.699,3913273.0
Willie,Williams,1/27/1991,Khaki,3,287,0.361,27527407.49
Charles,Diaz,1/24/1998,Indigo,91,134,0.126,36058503.4
Charles,Lynch,1/8/1990,Fuscia,90,33,0.707,1212677.62
Charles,Hamilton,8/5/1997,Teal,33,227,0.143,22695467.32
Billy,Simpson,10/6/1979,Puce,78,93,0.649,44229668.09
Diane,James,7/7/1979,Goldenrod,67,177,0.127,8089354.65
Roy,Cooper,1/11/1978,Turquoise,19,279,0.31,41031066.64
Jeffrey,Rice,5/7/1992,Mauv,85,108,0.792,43576986.6
Johnny,Hall,3/15/1981,Orange,19,216,0.658,23328536.97
Carol,Morales,7/21/1976,Red,29,231,0.668,12073073.08
Larry,Fisher,5/16/1993,Yellow,43,152,0.388,43678511.86
Billy,Marshall,10/21/1984,Blue,6,20,0.351,30846907.09
Ryan,Ramos,4/12/1997,Maroon,75,146,0.553,44797130.24
Harold,Parker,2/21/1992,Khaki,24,116,0.513,39622939.59
Jesse,Willis,6/7/1986,Purple,1,65,0.778,25830086.46
Jesse,Richards,5/4/1979,Red,49,179,0.133,5715054.79
Fred,Edwards,12/16/1997,Orange,52,198,0.234,20309286.11
Sarah,Ruiz,4/23/1976,Indigo,78,217,0.212,24108052.04
Jimmy,George,11/11/1996,Turquoise,43,132,0.386,559418.98
Evelyn,Peterson,7/17/1996,Green,87,28,0.335,41725775.9
Marie,Harrison,4/22/1979,Aquamarine,1,71,0.652,14962057.12
Sean,Baker,5/14/1980,Green,72,140,0.13,27541334.43
Billy,Clark,9/9/1981,Turquoise,42,252,0.478,17294920.96
Lisa,Oliver,11/21/1994,Puce,72,300,0.736,8179771.0
Laura,Price,10/30/1975,Puce,10,5,0.646,16771051.13
Phillip,Hall,5/24/1998,Aquamarine,59,243,0.255,40015296.81
Patrick,Reed,11/23/1992,Crimson,68,201,0.655,35913097.96
Walter,Holmes,9/19/1979,Blue,55,276,0.273,7919997.94
Carol,Edwards,1/23/1979,Turquoise,33,136,0.177,26154557.35
Anthony,Tucker,4/19/1975,Fuscia,18,84,0.244,19869574.83
Christine,Arnold,5/29/1981,Red,79,283,0.372,2373280.18
Ruby,Mendoza,10/28/1988,Purple,4,194,0.532,18779033.34
Kathryn,Morales,7/4/1982,Green,81,134,0.618,36026364.03
Ronald,Baker,10/15/1993,Turquoise,100,230,0.579,38672171.03
Robin,Black,5/29/1996,Red,72,291,0.71,39397609.97
Roy,Perry,4/5/1989,Maroon,72,104,0.697,2883026.0
Diane,Davis,3/30/1990,Turquoise,36,193,0.158,23620900.92
Sandra,Morrison,7/3/1977,Mauv,59,236,0.293,89035.37
Christine,Foster,3/10/1984,Purple,99,119,0.592,44017293.52
Lori,Torres,5/22/1983,Teal,65,179,0.807,17281943.61
Joseph,Carter,6/28/1989,Turquoise,60,138,0.267,33747877.01
Billy,Diaz,9/7/1992,Yellow,34,71,0.335,15904913.74
Henry,Roberts,3/29/1989,Yellow,14,97,0.257,1810949.06
Harry,Torres,9/23/1983,Green,93,131,0.438,14312100.01
Joyce,Alvarez,9/10/1978,Pink,22,217,0.509,39875695.39
Jerry,Ferguson,5/23/1991,Puce,83,98,0.623,5609296.0
Phyllis,Moore,1/5/1995,Blue,14,106,0.259,43616203.23
Harold,Price,6/21/1980,Red,60,174,0.439,24651737.92
Jose,Brown,11/17/1998,Mauv,52,272,0.135,39380817.15
Betty,Allen,1/14/1981,Fuscia,68,122,0.3,43828188.63
Ruby,Hudson,12/2/1990,Purple,98,206,0.692,3420222.9
Lisa,Wallace,9/2/1992,Red,70,185,0.518,25065342.23
Gary,Weaver,8/15/1982,Blue,74,121,0.381,21205512.7
Kathy,Gardner,12/22/1977,Purple,35,79,0.496,20655424.18
Gregory,Romero,12/23/1985,Crimson,51,185,0.405,24917574.54
Judy,Gilbert,10/20/1984,Violet,2,218,0.098,22347365.33
Rachel,Miller,1/3/1981,Maroon,97,233,0.21,9009759.0
Tina,Williamson,1/13/1987,Teal,64,40,0.363,42676307.4
Eric,Collins,6/11/1985,Teal,28,60,0.7,4029176.85
Andrew,Kim,9/21/1981,Puce,65,143,0.293,30018168.98
Emily,Williams,2/20/1997,Teal,10,223,0.098,1945831.45
Judith,Mendoza,2/1/1980,Orange,22,62,0.254,5645703.0
Lawrence,Duncan,4/29/1998,Puce,10,201,0.553,39976416.13
Jennifer,Harvey,7/7/1977,Pink,48,226,0.44,35018433.03
Pamela,Reyes,4/14/1988,Indigo,8,43,0.211,43043220.86
